subject	predicate	object
http://www.wikidata.org/entity/Q16889133	http://www.wikidata.org/prop/direct/P527	http://www.wikidata.org/entity/Q35120
http://www.wikidata.org/entity/Q21146257	http://www.wikidata.org/prop/direct/P31	http://www.wikidata.org/entity/Q19478619
http://www.wikidata.org/entity/Q21146257	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q16889133
http://www.wikidata.org/entity/Q286583	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q16686448
http://www.wikidata.org/entity/Q37866906	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q1554231
http://www.wikidata.org/entity/Q37866906	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q3523102
http://www.wikidata.org/entity/Q3529597	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q63872616
http://www.wikidata.org/entity/Q12774177	http://www.wikidata.org/prop/direct/P31	http://www.wikidata.org/entity/Q937228
http://www.wikidata.org/entity/Q12774177	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q35825432
http://www.wikidata.org/entity/Q35758	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q28732711
http://www.wikidata.org/entity/Q35758	http://www.wikidata.org/prop/direct/P527	http://www.wikidata.org/entity/Q28729648
http://www.wikidata.org/entity/Q386724	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q16686448
http://www.wikidata.org/entity/Q15824073	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q10273457
http://www.wikidata.org/entity/Q115668308	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q386724
http://www.wikidata.org/entity/Q115668308	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q2424752
http://www.wikidata.org/entity/Q191067	http://www.wikidata.org/prop/direct/P31	http://www.wikidata.org/entity/Q4263830
http://www.wikidata.org/entity/Q191067	http://www.wikidata.org/prop/direct/P31	http://www.wikidata.org/entity/Q39725049
http://www.wikidata.org/entity/Q191067	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q49848
http://www.wikidata.org/entity/Q191067	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q234460
http://www.wikidata.org/entity/Q191067	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q732577
http://www.wikidata.org/entity/Q191067	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q47461344
http://www.wikidata.org/entity/Q191067	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q88392887
http://www.wikidata.org/entity/Q191067	http://www.wikidata.org/prop/direct/P527	http://www.wikidata.org/entity/Q1313396
http://www.wikidata.org/entity/Q191067	http://www.wikidata.org/prop/direct/P527	http://www.wikidata.org/entity/Q1425760
http://www.wikidata.org/entity/Q191067	http://www.wikidata.org/prop/direct/P527	http://www.wikidata.org/entity/Q8776414
http://www.wikidata.org/entity/Q191067	http://www.wikidata.org/prop/direct/P527	http://www.wikidata.org/entity/Q28747765
http://www.wikidata.org/entity/Q29028649	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q131362181
http://www.wikidata.org/entity/Q96251598	http://www.wikidata.org/prop/direct/P31	http://www.wikidata.org/entity/Q19478619
http://www.wikidata.org/entity/Q96251598	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q21146257
http://www.wikidata.org/entity/Q488383	http://www.wikidata.org/prop/direct/P31	http://www.wikidata.org/entity/Q151885
http://www.wikidata.org/entity/Q488383	http://www.wikidata.org/prop/direct/P31	http://www.wikidata.org/entity/Q23958852
http://www.wikidata.org/entity/Q488383	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q35120
http://www.wikidata.org/entity/Q20088085	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q1580166
http://www.wikidata.org/entity/Q20088085	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q15474042
http://www.wikidata.org/entity/Q107478770	http://www.wikidata.org/prop/direct/P31	http://www.wikidata.org/entity/Q19478619
http://www.wikidata.org/entity/Q107478770	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q483394
http://www.wikidata.org/entity/Q107478770	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q21146257
http://www.wikidata.org/entity/Q107478770	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q21550682
http://www.wikidata.org/entity/Q47461344	http://www.wikidata.org/prop/direct/P31	http://www.wikidata.org/entity/Q504952
http://www.wikidata.org/entity/Q47461344	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q15621286
http://www.wikidata.org/entity/Q107435521	http://www.wikidata.org/prop/direct/P31	http://www.wikidata.org/entity/Q107478770
http://www.wikidata.org/entity/Q107435521	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q286583
http://www.wikidata.org/entity/Q107435521	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q3523102
http://www.wikidata.org/entity/Q107435521	http://www.wikidata.org/prop/direct/P527	http://www.wikidata.org/entity/Q59163641
http://www.wikidata.org/entity/Q3241972	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q32483
http://www.wikidata.org/entity/Q3241972	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q80071
http://www.wikidata.org/entity/Q88376242	http://www.wikidata.org/prop/direct/P31	http://www.wikidata.org/entity/Q201413
http://www.wikidata.org/entity/Q88376242	http://www.wikidata.org/prop/direct/P31	http://www.wikidata.org/entity/Q78754808
http://www.wikidata.org/entity/Q88376242	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q184754
http://www.wikidata.org/entity/Q88376242	http://www.wikidata.org/prop/direct/P527	http://www.wikidata.org/entity/Q8171
http://www.wikidata.org/entity/Q88376242	http://www.wikidata.org/prop/direct/P527	http://www.wikidata.org/entity/Q184914
http://www.wikidata.org/entity/Q88392887	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q13196193
http://www.wikidata.org/entity/Q88392887	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q17537576
http://www.wikidata.org/entity/Q88392887	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q47461344
